0.00000000,0.00000000,0.0
0.00024672,-0.00208434,0.0
0.00024672,0.00208434,0.0
0.00098664,-0.00413961,0.0
0.00098664,0.00413961,0.0
0.00221902,-0.00616496,0.0
0.00221902,0.00616496,0.0
0.00394265,-0.00815940,0.0
0.00394265,0.00815940,0.0
0.00615583,-0.01012171,0.0
0.00615583,0.01012171,0.0
0.00885637,-0.01205049,0.0
0.00885637,0.01205049,0.0
0.01204162,-0.01394419,0.0
0.01204162,0.01394419,0.0
0.01570842,-0.01580109,0.0
0.01570842,0.01580109,0.0
0.01985316,-0.01761931,0.0
0.01985316,0.01761931,0.0
0.02447174,-0.01939686,0.0
0.02447174,0.01939686,0.0
0.02955962,-0.02113164,0.0
0.02955962,0.02113164,0.0
0.03511176,-0.02282147,0.0
0.03511176,0.02282147,0.0
0.04112269,-0.02446408,0.0
0.04112269,0.02446408,0.0
0.04758647,-0.02605717,0.0
0.04758647,0.02605717,0.0
0.05449674,-0.02759841,0.0
0.05449674,0.02759841,0.0
0.06184666,-0.02908547,0.0
0.06184666,0.02908547,0.0
0.06962899,-0.03051603,0.0
0.06962899,0.03051603,0.0
0.07783604,-0.03188783,0.0
0.07783604,0.03188783,0.0
0.08645971,-0.03319868,0.0
0.08645971,0.03319868,0.0
0.09549150,-0.03444646,0.0
0.09549150,0.03444646,0.0
0.10492249,-0.03562917,0.0
0.10492249,0.03562917,0.0
0.11474338,-0.03674492,0.0
0.11474338,0.03674492,0.0
0.12494447,-0.03779200,0.0
0.12494447,0.03779200,0.0
0.13551569,-0.03876883,0.0
0.13551569,0.03876883,0.0
0.14644661,-0.03967403,0.0
0.14644661,0.03967403,0.0
0.15772645,-0.04050639,0.0
0.15772645,0.04050640,0.0
0.16934407,-0.04126493,0.0
0.16934407,0.04126493,0.0
0.18128801,-0.04194885,0.0
0.18128801,0.04194885,0.0
0.19354647,-0.04255760,0.0
0.19354647,0.04255760,0.0
0.20610737,-0.04309083,0.0
0.20610737,0.04309083,0.0
0.21895831,-0.04354842,0.0
0.21895831,0.04354842,0.0
0.23208660,-0.04393049,0.0
0.23208660,0.04393049,0.0
0.24547929,-0.04423738,0.0
0.24547929,0.04423738,0.0
0.25912316,-0.04446966,0.0
0.25912316,0.04446966,0.0
0.27300475,-0.04462811,0.0
0.27300475,0.04462811,0.0
0.28711035,-0.04471371,0.0
0.28711035,0.04471371,0.0
0.30142605,-0.04472768,0.0
0.30142605,0.04472768,0.0
0.31593772,-0.04467139,0.0
0.31593772,0.04467139,0.0
0.33063104,-0.04454643,0.0
0.33063104,0.04454643,0.0
0.34549150,-0.04435455,0.0
0.34549150,0.04435455,0.0
0.36050445,-0.04409764,0.0
0.36050445,0.04409764,0.0
0.37565506,-0.04377774,0.0
0.37565506,0.04377774,0.0
0.39092838,-0.04339705,0.0
0.39092838,0.04339705,0.0
0.40630934,-0.04295784,0.0
0.40630934,0.04295784,0.0
