x,y,surface
0.23837985166666667,-0.04637623053350717,lower
0.2475483075,-0.04573869508325436,lower
0.2567167633333333,-0.04508160655035068,lower
0.2658852191666667,-0.044403240005134036,lower
0.275053675,-0.043715284263767994,lower
0.28422213083333336,-0.04301929207460242,lower
0.2933905866666667,-0.042315684022532364,lower
0.3025590425,-0.04161025186600209,lower
0.31172749833333335,-0.04090491652078036,lower
0.32089595416666666,-0.04020217660929367,lower
0.33006441000000003,-0.039506592106770363,lower
0.33923286583333334,-0.03881725179810649,lower
0.34840132166666665,-0.038138623050955625,lower
0.3575697775,-0.03747550232665941,lower
0.36673823333333333,-0.03682317952760579,lower
0.3759066891666667,-0.03619004327360585,lower
0.385075145,-0.03557803210528346,lower
0.3942436008333333,-0.034980676654833016,lower
0.4034120566666667,-0.03441636614143223,lower
